RepRapFirmware height map file v2 generated at 2024-05-02 18:05, min error -0.506, max error 0.052, mean -0.149, deviation 0.139
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-165.00,155.00,-146.00,165.00,-1.00,45.71,44.42,8,8
 -0.426, -0.356, -0.251, -0.223, -0.248, -0.261, -0.338, -0.348
 -0.278, -0.208, -0.161, -0.116, -0.128, -0.126, -0.193, -0.258
 -0.098, -0.038, -0.043, -0.056, -0.051, -0.066, -0.096, -0.146
  0.017,  0.047,  0.049,  0.037,  0.052, -0.048, -0.071, -0.168
  0.032,  0.049,  0.049,  0.034, -0.086, -0.098, -0.118, -0.133
  0.027,  0.009,  0.002, -0.001, -0.083, -0.113, -0.136, -0.328
 -0.156, -0.121, -0.111, -0.071, -0.103, -0.176, -0.243, -0.296
 -0.481, -0.358, -0.241, -0.273, -0.233, -0.278, -0.368, -0.506
